Company Name,Industry,Symbol,Series,ISIN Code,Percentage Change,Market Cap
Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017,-2.742374419042481,1272540.804405
InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027,-2.257431881763749,7759608.1241534995
Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038,-1.6507608976012331,2703852.703335
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01028,-0.7256526437053212,1217115.745653
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,-2.110350702671493,1878622.986563
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032,-3.1708933611517165,558756.308401
JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012,-2.114758100665981,514898.42458800005
JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,-1.8010927778608243,644937.3430240001
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,-3.2882011605415817,4968263.664432
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038,-2.4886392033706017,17709765.55366
Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO,EQ,INE039C01032,-0.2954239711887574,396471.565575
Jindal Stainless (Hisar) Ltd.,Capital Goods,JSLHISAR,EQ,INE455T01018,-7.005502595775626,918611.6960475
Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,-3.470792475434925,1021404.941245
Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030,-4.63499426585855,5435539.4248645
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,-3.126666156900537,3479363.7396
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,-1.2730859399336825,716526.2037915
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,-1.2314994543355495,618249.7410285
Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,-1.245238837388429,594738.168488
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,0.6594910990045832,541449.145578
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,-2.2501751992989982,2141883.275
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,-3.636525264500745,1136229.57318
KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,-3.247433563045299,799128.1159
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,0.2169620346077261,1647741.357984
KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,7.646907954875104,474546.022272
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,-3.95365620986019,1622766.88165
Kalpataru Power Transmission Ltd.,Construction,KALPATPOWR,EQ,INE220B01022,-0.644588856764805,546124.52034
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,-2.359643197618888,605156.1709875
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,-1.89412045269175,2520796.9903
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,-2.961282475107585,370333.822021
Kec International Ltd.,Capital Goods,KEC,EQ,INE389H01022,-0.2386987051240185,974236.378115
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028,-1.8177244250565328,34802938.6811435
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01017,-3.1468652982920453,1106944.3497839998
L&T Finance Holdings Ltd.,Financial Services,L&TFH,EQ,INE498L01015,-3.5009546698400285,1994072.603328
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017,-0.4097259537882869,5387733.721851
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,-2.772450740279697,1974451.1385
Lakshmi Machine Works Ltd.,Capital Goods,LAXMIMACH,EQ,INE269B01029,0.1586990107573793,1027506.9645
Larsen & Toubro Infotech Ltd.,Information Technology,LTI,EQ,INE214T01019,-2.225491916867617,10788579.182424
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030,-2.6737967083292125,24834878.882878
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,0.4382604366539144,847283.996545
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028,-0.8966604552010593,3170957.435835
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020,-2.4407383669770133,1053069.115362
Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011,-1.9960703643831068,3227922.5563270003
Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037,-2.9645647826290977,3394974.581872
Lux Industries Ltd.,Textiles,LUXIND,EQ,INE150G01020,-2.730012086624256,658855.4948694999
MMTC Ltd.,Services,MMTC,EQ,INE123F01029,-2.4875621418442906,661500.0
MOIL Ltd.,Metals & Mining,MOIL,EQ,INE490G01020,-1.4719467098148975,437513.9449365
MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011,-0.9845070697176106,2757680.242603
MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014,-4.104222976063521,539446.3271625
Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029,-3.3234872042298247,5422724.648844
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,-1.746007848837161,769528.2795089999
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024,-3.60809269967417,1966345.86768
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026,-3.032519446376958,10026969.463632
Mahindra CIE Automotive Ltd.,Automobile and Auto Components,MAHINDCIE,EQ,INE536H01010,-1.44852716376217,651445.271477
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL,EQ,INE998I01010,-3.4233060534631488,460172.215744
Mahindra Logistics Ltd.,Services,MAHLOG,EQ,INE766P01016,-1.937898885004019,362664.184428
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027,-4.428572881789439,961081.2147795
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,1.241791294977479,729081.0912319999
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,-1.6940707523667164,6511578.113286
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010,-1.8535931972223247,22841179.57678
Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,1.53346175763569,996638.059536
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020,-0.2357853269114085,2601820.258569
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,-1.2994254065037736,3370861.1763075
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012,-2.8847944076210275,483450.93
Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022,1.6763923136705603,1210356.08302
Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021,-2.861764139926604,1662168.461972
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020,1.505311176131885,1041736.4125425
MindTree Ltd.,Information Technology,MINDTREE,EQ,INE018I01017,-2.536684667726974,7092632.375388
Minda Industries Ltd.,Automobile and Auto Components,MINDAIND,EQ,INE405E01023,-2.512935662557503,2662839.371443
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,-2.941008408469614,1280518.326563
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018,-2.133248962672951,6342322.542746
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,-3.0602359027873227,599100.0
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,-2.607412937401432,5341695.1684395
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,1.1861516576775255,1380126.2276475
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,-2.887540178963788,653400.0
NCC Ltd.,Construction,NCC,EQ,INE868B01028,-2.301588512602304,357065.177274
NESCO Ltd.,Services,NESCO,EQ,INE317F01035,0.148091035707365,389291.279
NHPC Ltd.,Power,NHPC,EQ,INE848E01016,0.6535910231946662,2792519.67579
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,-3.271985788419152,867341.1989295
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023,-2.0322312253000296,4763699.809175
NOCIL Ltd.,Chemicals,NOCIL,EQ,INE163A01018,-3.656458739928925,414602.325095
NTPC Ltd.,Power,NTPC,EQ,INE733E01010,-1.802687607332898,13090499.2809
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,-0.9730538922155696,1523203.252614
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,-1.65562916695684,2237017.516566
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026,-1.0730582788829437,2022181.0441
Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA,EQ,INE418L01021,-7.3833675428862655,534433.5619409999
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01016,-1.5760882357707229,15638600.0
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013,1.6070214062206434,891476.6639285
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013,0.623885918003575,2162445.326692
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016,-2.043460279732268,1410588.2262735
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,-2.255683085223359,3417315.6244445
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,-1.2610339993900377,20619077.618634
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,-1.2471655328798237,2585221.982496
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,-2.08254585401485,3427126.082055
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,-0.3734126749800004,3094471.6876
Orient Electric Ltd.,Consumer Durables,ORIENTELEC,EQ,INE142Z01019,-4.726576492043177,681645.925175
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,-5.141014117230103,3120877.153058
PCBL Ltd.,Chemicals,PCBL,EQ,INE602A01031,-2.293123610944403,431628.487674
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,0.8715517609095169,4277919.914187
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012,-1.8312223750248544,635363.6545175
PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029,-3.161222339304526,664821.2460975
PVR Ltd.,Media Entertainment & Publication,PVR,EQ,INE191H01014,-2.4587385270979034,1172537.3919010002
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,-1.8221643706891388,4817285.680419
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01013,-2.858934938379798,3641880.525
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014,-2.155572153838914,2906250.1705
Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018,-0.9957212590963382,1989180.008958
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,-1.810252680115032,1963602.427287
Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026,-0.0069266155541147,12474922.569345
Piramal Enterprises Ltd.,Financial Services,PEL,EQ,INE140A01024,-3.9195257656664206,5219336.4553
Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021,1.022945751539961,910573.74729
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,-1.2930284799239522,3533084.02562
Polyplex Corporation Ltd.,Capital Goods,POLYPLEX,EQ,INE633B01018,-0.1311188811188857,761235.811038
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022,-3.3449161817206474,2079444.6407715
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011,-2.082369214670188,2972731.665408
Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010,-2.633780573634792,15122781.809152
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025,-4.733218505768011,731845.4191360001
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011,-1.4869874505675895,1979454.847452
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ,INE689W01016,-0.21578894479225,701233.6435575
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ,INE010A01011,-5.211143659232997,579866.78016
Privi Speciality Chemicals Ltd.,Chemicals,PRIVISCL,EQ,INE959A01019,3.7761772581111455,732484.331559
Procter & Gamble Health Ltd.,Healthcare,PGHL,EQ,INE199A01012,-0.8115387974832355,664373.665168
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH,EQ,INE179A01014,-0.2591792687869798,4679409.858816
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022,-11.631415865868322,3859360.953079
Quess Corp Ltd.,Services,QUESS,EQ,INE615P01015,-4.701195219123511,975331.7659085
RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028,-3.1870641554200385,780551.790186
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018,-2.7403035765714234,2430136.599
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012,-1.64053962823959,986827.0108645
RITES Ltd.,Construction,RITES,EQ,INE320J01015,-0.4224514338626473,630792.453375
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,-3.147684302496001,1186956.1963175
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,-2.40770468438094,681801.5727
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019,-1.9587067590217888,269909.200287
Rain Industries Ltd,Chemicals,RAIN,EQ,INE855B01025,-5.014376205997451,652510.61726
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO,EQ,INE343B01030,-1.409181586283359,2040541.576649
Rallis India Ltd.,Chemicals,RALLIS,EQ,INE613A01020,0.6042280520458299,462933.192645
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015,-3.7144567857906097,493485.00545
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027,-1.4308426073131986,1211820.588
RattanIndia Enterprises Ltd.,Services,RTNINDIA,EQ,INE834M01019,-2.0092665899246187,637917.416708
Redington (India) Ltd.,Services,REDINGTON,EQ,INE891D01026,0.1165572329685282,1132721.3141595
Relaxo Footwears Ltd.,Consumer Durables,RELAXO,EQ,INE131B01039,-5.293831957260808,2654422.891521
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,-2.03527933133798,178237575.626805
Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ,INE07T201019,-3.083703697853135,496433.009085
Rossari Biotech Ltd.,Chemicals,ROSSARI,EQ,INE02A801020,-1.3108832253530769,501894.014776
Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017,-1.7882672726261872,969688.474509
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016,-1.235062400592235,8032763.742063001
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,-1.9592557006660627,11218655.667549
SIS Ltd.,Services,SIS,EQ,INE285J01028,-1.196867155900927,713174.108025
SJVN Ltd.,Power,SJVN,EQ,INE002L01015,-1.4760133317333168,1078728.7755375
SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023,0.4216562152542735,1747335.364272
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,-2.2177486327906504,7942156.7333375
Sanofi India Ltd.,Healthcare,SANOFI,EQ,INE058A01010,-1.515208217665598,1727169.981579
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01012,-5.184851558934279,941827.542702
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,-2.570310350350513,930739.6106025
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,-4.369100753855514,3035417.2714
Sequent Scientific Ltd.,Healthcare,SEQUENT,EQ,INE807F01027,-1.977646596220828,332320.39131
Sheela Foam Ltd.,Consumer Durables,SFL,EQ,INE916U01025,-3.981042708541061,1695105.012384
Shilpa Medicare Ltd.,Healthcare,SHILPAMED,EQ,INE790G01031,-1.863652725216813,345645.157836
Shipping Corporation of India Ltd.,Services,SCI,EQ,INE109A01011,-2.1563355436412968,537299.158035
Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015,-1.0952795659243453,8671141.843848001
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022,-1.4590296797152735,757742.359188
Shriram City Union Finance Ltd.,Financial Services,SHRIRAMCIT,EQ,INE722A01011,-2.8616769610965265,1081679.590185
Shriram Transport Finance Co. Ltd.,Financial Services,SRTRANSFIN,EQ,INE721A01013,-4.660709926060269,3069992.9629805
Shyam Metalics and Energy Ltd.,Metals & Mining,SHYAMMETL,EQ,INE810G01011,-0.6953662594422649,924284.872968
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,-2.177006701383366,8433639.87891
Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015,-3.986179342629914,671271.5246075
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,-1.0796601222594515,2530554.388075
Solara Active Pharma Sciences Ltd.,Healthcare,SOLARA,EQ,INE624Z01016,2.731378352938063,239771.134487
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,1.9632316438535249,3970384.488095
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021,1.7678328499951323,777547.9085639999
Spicejet Ltd.,Services,SPICEJET,EQ,INE285B01017,-2.672154184961928,284300.0
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,-3.324340395797232,4088797.285183
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,-2.801379903032808,44047420.226057
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,-2.802621964085528,4070632.6723095
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021,0.2816537156764331,603319.6456065
Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ,INE089C01029,-3.420886346440888,892765.1039325
Strides Pharma Science Ltd.,Healthcare,STAR,EQ,INE939A01011,1.9042436588858849,311212.88172400004
Sudarshan Chemical Industries Ltd.,Chemicals,SUDARSCHEM,EQ,INE659A01023,0.3141614657959035,360639.358875
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,0.4610516545362708,2238668.62596
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ,INE232I01014,-4.764090247313302,782255.295915
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,-0.6258745510456465,21947916.638075
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,-2.8180433882602607,1930423.51107
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,-0.2184598580010965,2155637.09172
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021,-2.130324078657675,1890735.07326
Sunteck Realty Ltd.,Realty,SUNTECK,EQ,INE805D01034,-4.147793539090438,639620.3531625
Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT,EQ,INE399C01030,0.6281145475210081,473554.05174
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,-2.5462622281869907,2600494.08264
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018,-3.563428280958492,1574356.970382
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,-3.804341685343649,843396.1293855
Symphony Ltd.,Consumer Durables,SYMPHONY,EQ,INE225D01027,-1.9001933671683569,768057.903
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,-1.0387983380124366,2395159.884
TCI Express Ltd.,Services,TCIEXP,EQ,INE586V01016,-5.6185233160621735,656823.0703125
TCNS Clothing Co. Ltd.,Textiles,TCNSBRANDS,EQ,INE778U01029,-1.4016075313201704,472137.920862
TTK Prestige Ltd.,Consumer Durables,TTKPRESTIG,EQ,INE690A01028,1.880249364032727,1145991.493025
TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST,EQ,INE886H01027,1.7521921140708052,1269483.6992205
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,-3.644285371502965,2972382.528741
Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032,2.089347297081945,2070251.726112
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019,-2.4636997204863342,2482217.794693
Tata Coffee Ltd.,Fast Moving Consumer Goods,TATACOFFEE,EQ,INE493A01027,-1.4189723758568196,404918.16216
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,-1.3878180416345365,3501510.0
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,0.504101734228457,138342671.82451302
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,-1.2968638214653103,7164143.03241
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,-0.6664213122953844,5505330.71066
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018,-1.6572784726151646,686325.19024
Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR,EQ,IN9155A01020,-2.394253829777504,932800.0
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022,-3.812955822669872,14403371.4553625
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,-1.589406668218818,7625677.8289155
Tata Steel Long Products Ltd.,Capital Goods,TATASTLLP,EQ,INE674A01014,-1.2831320706939375,324111.15
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01012,-3.019640786335165,15975539.097408
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013,-4.969653186719292,3258864.520909
Teamlease Services Ltd.,Services,TEAMLEASE,EQ,INE985S01024,-0.1504289049504614,741811.7101410001
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,0.0653394471010759,14565339.596534
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,0.0,1839992.0
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,-1.8496191650134384,1814843.62459
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,-2.8661416869841028,2310500.23515
Thyrocare Technologies Ltd.,Healthcare,THYROCARE,EQ,INE594H01019,-0.3121802230022008,410159.532996
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,-1.1265333064412577,1610508.313674
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,-2.7970825038782343,22515588.69684
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,-1.1320421265721303,4724613.73104
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,-2.2322921496339965,2363913.652104
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,-5.091308801702333,4534242.565055
Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022,-4.974096426692032,2718692.349945
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016,1.1024043105302803,653562.035906
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,0.2340108287048004,3134862.2405870003
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,-1.3333299424913236,1416781.043856
UFLEX Ltd.,Capital Goods,UFLEX,EQ,INE516A01017,-2.380747574317954,439298.575081
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,-1.798901667716346,5880093.829376
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016,-1.6626406061357346,1262582.68669
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,-3.00937331773552,19058645.363434
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,-2.861230266582393,2645047.269342
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,-0.8913663053097598,3938446.8969295
United Spirits Ltd.,Fast Moving Consumer Goods,MCDOWELL-N,EQ,INE854D01024,-1.5360903401642534,6455095.0247025
V-Guard Industries Ltd.,Consumer Durables,VGUARD,EQ,INE951I01027,-2.9006525612560896,930882.005716
V-Mart Retail Ltd.,Consumer Services,VMART,EQ,INE665J01013,0.5785044096104253,783322.5940019999
V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027,-5.146320446733932,1054896.7128165
Vaibhav Global Ltd.,Consumer Services,VAIBHAVGBL,EQ,INE884A01027,-2.2286990438186383,613178.3236275
Vakrangee Ltd.,Information Technology,VAKRANGEE,EQ,INE051B01021,-1.5408320130797626,367646.42713
Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020,4.178771365628653,1259447.258
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ,INE665L01035,-3.766051984887664,528258.978
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01013,0.9005099058532418,4076140.38204
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,-2.4240546316161127,14993322.323806498
Venky's (India) Ltd.,Fast Moving Consumer Goods,VENKEYS,EQ,INE398A01010,-1.510750572750008,301814.1087075
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024,3.2491961068289,446763.704769
Vinati Organics Ltd.,Chemicals,VINATIORGA,EQ,INE410B01037,-0.0777186851941946,2007539.0006
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,-2.890173537862861,2772965.06166
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,-2.5054968156356883,4120838.55196
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025,2.371775953016142,436829.28723
Welspun India Ltd.,Textiles,WELSPUNIND,EQ,INE192B01031,2.668760977360152,897651.132714
Westlife Development Ltd.,Consumer Services,WESTLIFE,EQ,INE274F01020,2.243402076812928,647900.0
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013,-1.5244061814522425,1995503.578155
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,-0.4026263871707458,32448373.010685
Wockhardt Ltd.,Healthcare,WOCKPHARMA,EQ,INE049B01025,-1.666665379005139,379742.565944
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,-1.556426124530419,3081759.216663
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,-0.393953995151397,1447549.10812
